Location,Accident_Type,Latitude,Longitude,Date,Year,Month,Day,Hour,Minute
Cairo,Pedestrian Accident,30.489914,34.143602,2023-07-23,2023,7,23,14,40
Mansoura,Collision,22.328374,33.474245,2021-01-19,2021,1,19,13,44
Ismailia,Overturn,27.40849,30.296824,2021-03-05,2021,3,5,6,43
Mansoura,Collision,25.332308,31.182767,2021-09-10,2021,9,10,9,32
Alexandria,Pedestrian Accident,27.840205,31.735985,2022-04-20,2022,4,20,11,22
Ismailia,Pedestrian Accident,26.708528,33.590487,2020-08-20,2020,8,20,5,29
Suez,Fire,23.592056,32.569351,2023-01-16,2023,1,16,13,24
Luxor,Pedestrian Accident,27.706965,33.212556,2024-10-21,2024,10,21,3,5
Alexandria,Collision,27.846621,32.697562,2022-04-22,2022,4,22,3,31
Mansoura,Vehicle Breakdown,22.897319,31.66462,2023-04-05,2023,4,5,1,42
Luxor,Pedestrian Accident,23.90684,33.661282,2023-02-03,2023,2,3,12,7
Sharm El Sheikh,Pedestrian Accident,30.554963,31.103682,2024-06-13,2024,6,13,14,26
Suez,Collision,30.456551,33.693176,2022-11-05,2022,11,5,9,17
Luxor,Fire,29.546358,33.770829,2022-04-29,2022,4,29,21,15
Cairo,Pedestrian Accident,22.294071,29.157481,2024-06-06,2024,6,6,11,53
Ismailia,Vehicle Breakdown,24.857239,30.022465,2023-03-17,2023,3,17,13,15
Ismailia,Pedestrian Accident,23.733944,32.866606,2024-08-23,2024,8,23,1,51
Mansoura,Pedestrian Accident,23.159834,32.817641,2024-01-31,2024,1,31,5,25
Aswan,Vehicle Breakdown,23.425993,30.385817,2023-12-25,2023,12,25,4,32
Alexandria,Vehicle Breakdown,29.058532,34.058184,2023-07-08,2023,7,8,8,53
Ismailia,Overturn,30.538303,30.222575,2020-07-10,2020,7,10,0,27
Cairo,Vehicle Breakdown,23.377438,32.708598,2023-01-18,2023,1,18,2,36
Suez,Collision,28.681057,29.783288,2022-07-18,2022,7,18,20,40
Aswan,Overturn,24.157497,34.387455,2021-08-31,2021,8,31,6,34
Sharm El Sheikh,Pedestrian Accident,28.933524,32.955546,2021-07-17,2021,7,17,2,59
Giza,Collision,27.745479,32.476127,2020-07-30,2020,7,30,3,29
Mansoura,Collision,22.96369,30.694778,2021-01-04,2021,1,4,2,4
Port Said,Fire,30.214472,30.247835,2020-07-25,2020,7,25,15,50
Cairo,Pedestrian Accident,22.662184,34.755303,2020-06-05,2020,6,5,6,43
Suez,Pedestrian Accident,30.007422,32.801311,2022-07-12,2022,7,12,5,11
Luxor,Collision,30.132744,32.957998,2023-07-16,2023,7,16,19,54
Cairo,Collision,30.783243,34.962437,2022-09-18,2022,9,18,19,38
Ismailia,Collision,23.425494,33.450181,2020-09-06,2020,9,6,6,38
Cairo,Vehicle Breakdown,22.207344,32.070468,2020-11-08,2020,11,8,6,55
Aswan,Collision,30.087151,29.176986,2020-10-10,2020,10,10,7,5
Giza,Fire,24.462998,30.195425,2020-07-07,2020,7,7,11,45
Ismailia,Fire,26.203394,33.85407,2022-06-12,2022,6,12,16,25
Sharm El Sheikh,Fire,23.556636,33.122345,2024-12-22,2024,12,22,22,17
Suez,Collision,27.252834,33.598693,2021-09-30,2021,9,30,5,50
Sharm El Sheikh,Pedestrian Accident,25.901245,31.676946,2023-05-06,2023,5,6,23,17
Aswan,Vehicle Breakdown,22.968032,31.298275,2021-02-13,2021,2,13,18,22
Aswan,Collision,26.04463,34.336698,2022-11-13,2022,11,13,8,37
Suez,Fire,27.434939,34.263513,2022-12-22,2022,12,22,11,25
Cairo,Collision,23.619138,30.936087,2024-06-07,2024,6,7,5,22
Sharm El Sheikh,Collision,23.936657,31.229962,2020-10-24,2020,10,24,10,7
Cairo,Fire,28.194632,33.300816,2021-03-13,2021,3,13,14,36
Aswan,Overturn,27.054765,31.313545,2023-05-17,2023,5,17,6,33
Sharm El Sheikh,Collision,27.048628,33.297594,2024-12-14,2024,12,14,21,4
Mansoura,Pedestrian Accident,28.139187,31.611233,2024-07-23,2024,7,23,10,12
Sharm El Sheikh,Collision,29.224527,31.991906,2021-07-16,2021,7,16,13,7
Alexandria,Pedestrian Accident,23.540258,30.961249,2022-02-23,2022,2,23,7,36
Cairo,Fire,22.160527,33.699834,2023-03-25,2023,3,25,0,58
Port Said,Fire,23.179522,34.801121,2020-03-16,2020,3,16,17,58
Ismailia,Collision,25.036509,29.097634,2022-08-20,2022,8,20,3,53
Suez,Fire,24.472062,33.522154,2022-03-30,2022,3,30,2,35
Aswan,Pedestrian Accident,27.510886,31.359965,2023-11-27,2023,11,27,14,31
Alexandria,Fire,30.439334,29.616462,2021-04-03,2021,4,3,1,52
Cairo,Overturn,22.946221,30.937154,2023-11-09,2023,11,9,23,27
Sharm El Sheikh,Overturn,22.79215,33.344647,2024-07-21,2024,7,21,11,52
Ismailia,Collision,30.406993,34.208089,2021-06-15,2021,6,15,1,7
Cairo,Fire,22.67538,30.975974,2023-06-08,2023,6,8,12,17
Giza,Overturn,27.251079,29.719409,2021-10-15,2021,10,15,4,48
Mansoura,Pedestrian Accident,27.732133,33.009412,2022-12-04,2022,12,4,16,15
Mansoura,Pedestrian Accident,27.951421,34.858097,2021-10-21,2021,10,21,23,30
Sharm El Sheikh,Collision,24.374308,30.777405,2020-06-18,2020,6,18,11,35
Sharm El Sheikh,Overturn,28.254686,29.450866,2022-10-09,2022,10,9,1,13
Cairo,Overturn,26.213354,31.310361,2022-09-25,2022,9,25,3,21
Sharm El Sheikh,Vehicle Breakdown,28.854423,32.083564,2021-10-03,2021,10,3,9,45
Port Said,Overturn,29.630263,29.633963,2020-09-23,2020,9,23,7,58
Aswan,Pedestrian Accident,30.775582,34.207153,2022-11-17,2022,11,17,6,49
Suez,Overturn,22.617754,31.538564,2023-11-06,2023,11,6,9,55
Mansoura,Collision,23.325608,34.257177,2024-03-05,2024,3,5,3,15
Cairo,Pedestrian Accident,23.683268,29.171517,2023-09-17,2023,9,17,16,28
Aswan,Fire,23.064936,32.301826,2021-12-26,2021,12,26,13,13
Giza,Pedestrian Accident,26.519714,32.047561,2020-04-18,2020,4,18,14,17
Aswan,Collision,22.44221,31.295135,2022-05-15,2022,5,15,6,18
Sharm El Sheikh,Pedestrian Accident,23.589806,30.655554,2023-05-29,2023,5,29,15,33
Suez,Collision,28.130445,32.878069,2020-08-15,2020,8,15,7,7
Cairo,Collision,27.177075,30.432603,2022-12-25,2022,12,25,3,17
Sharm El Sheikh,Vehicle Breakdown,28.295611,31.427356,2022-03-15,2022,3,15,3,14
Luxor,Pedestrian Accident,23.851348,33.714366,2021-12-12,2021,12,12,20,18
Mansoura,Fire,28.60494,29.565455,2022-10-27,2022,10,27,22,39
Port Said,Fire,29.673075,33.127616,2020-12-14,2020,12,14,10,43
Alexandria,Overturn,23.6861,34.399215,2020-10-17,2020,10,17,0,42
Port Said,Pedestrian Accident,25.006487,30.06509,2021-06-24,2021,6,24,2,10
Cairo,Vehicle Breakdown,25.169293,31.842981,2020-01-03,2020,1,3,15,55
Sharm El Sheikh,Pedestrian Accident,22.984474,33.913559,2023-03-07,2023,3,7,21,18
Sharm El Sheikh,Vehicle Breakdown,26.528318,33.529955,2024-05-06,2024,5,6,3,6
Luxor,Fire,26.073547,33.40889,2023-01-22,2023,1,22,8,42
Port Said,Fire,25.278604,29.081366,2021-12-23,2021,12,23,9,45
Aswan,Vehicle Breakdown,28.970737,34.141737,2024-09-23,2024,9,23,19,30
Alexandria,Fire,28.172057,33.369293,2020-02-12,2020,2,12,4,26
Sharm El Sheikh,Overturn,25.21475,29.185428,2023-03-28,2023,3,28,23,44
Suez,Fire,23.856768,29.535644,2022-02-12,2022,2,12,20,6
Luxor,Vehicle Breakdown,30.092992,31.695616,2024-11-29,2024,11,29,16,11
Luxor,Fire,29.991954,31.346157,2022-05-04,2022,5,4,8,19
Sharm El Sheikh,Collision,27.215651,33.211014,2024-09-04,2024,9,4,19,7
Suez,Pedestrian Accident,27.099962,33.755153,2021-12-11,2021,12,11,9,7
Cairo,Pedestrian Accident,30.345097,29.882787,2023-10-26,2023,10,26,4,33
Luxor,Vehicle Breakdown,27.023268,29.975641,2022-09-24,2022,9,24,9,4
Luxor,Collision,26.084724,30.303952,2024-08-17,2024,8,17,18,7
Cairo,Pedestrian Accident,24.752394,31.581937,2023-09-14,2023,9,14,0,3
Luxor,Overturn,25.151964,30.699593,2024-10-25,2024,10,25,16,42
Ismailia,Overturn,30.583167,33.279183,2020-10-19,2020,10,19,23,12
Suez,Vehicle Breakdown,30.264339,30.744812,2020-03-06,2020,3,6,15,59
Aswan,Overturn,29.305382,32.822268,2022-05-15,2022,5,15,12,57
Alexandria,Fire,30.281747,32.582233,2020-12-20,2020,12,20,18,27
Aswan,Vehicle Breakdown,23.252587,33.605962,2021-05-27,2021,5,27,4,26
Ismailia,Overturn,24.70956,29.513588,2023-03-06,2023,3,6,20,29
Ismailia,Overturn,25.383693,34.255529,2022-06-13,2022,6,13,3,8
Ismailia,Pedestrian Accident,28.2472,32.022891,2023-11-04,2023,11,4,22,22
Port Said,Fire,25.849023,31.523034,2022-04-20,2022,4,20,14,1
Ismailia,Collision,30.617426,31.525512,2024-03-27,2024,3,27,4,39
Luxor,Overturn,27.222902,31.238667,2023-06-25,2023,6,25,17,57
Mansoura,Fire,22.481824,34.070644,2020-09-14,2020,9,14,12,42
Cairo,Pedestrian Accident,29.267329,34.249465,2022-07-31,2022,7,31,1,5
Cairo,Fire,29.469049,32.89928,2021-11-13,2021,11,13,19,6
Luxor,Vehicle Breakdown,26.333211,30.987846,2020-05-04,2020,5,4,3,47
Mansoura,Vehicle Breakdown,28.654271,29.318122,2021-02-23,2021,2,23,16,9
Ismailia,Pedestrian Accident,23.227625,34.370314,2023-08-03,2023,8,3,4,19
Luxor,Collision,29.250552,32.741984,2021-02-15,2021,2,15,3,4
Cairo,Overturn,27.434116,29.726207,2020-07-17,2020,7,17,7,13
Alexandria,Pedestrian Accident,22.221907,32.034827,2022-03-11,2022,3,11,1,59
Alexandria,Fire,25.641016,34.896178,2024-08-06,2024,8,6,7,53
Ismailia,Fire,29.395178,33.087923,2024-10-25,2024,10,25,21,39
Alexandria,Pedestrian Accident,23.316217,29.129947,2020-10-17,2020,10,17,23,42
Sharm El Sheikh,Overturn,26.603635,33.197772,2021-02-14,2021,2,14,15,30
Luxor,Fire,28.00782,34.754548,2022-10-06,2022,10,6,11,42
Luxor,Pedestrian Accident,25.472387,33.799131,2022-08-08,2022,8,8,13,52
Suez,Overturn,22.251736,31.742494,2023-03-01,2023,3,1,12,0
Mansoura,Fire,22.306752,32.902534,2023-09-07,2023,9,7,19,28
Cairo,Fire,30.665169,31.807443,2024-01-20,2024,1,20,14,17
Cairo,Overturn,25.219729,34.135037,2022-10-27,2022,10,27,6,22
Ismailia,Pedestrian Accident,26.617406,30.046981,2020-11-06,2020,11,6,11,41
Mansoura,Fire,26.135336,34.151983,2020-10-13,2020,10,13,8,50
Luxor,Pedestrian Accident,22.613891,34.035953,2022-09-17,2022,9,17,12,30
Mansoura,Overturn,27.184351,34.564473,2024-05-07,2024,5,7,21,33
Luxor,Overturn,28.279918,32.533113,2023-04-04,2023,4,4,11,37
Mansoura,Pedestrian Accident,22.60813,29.177131,2024-02-09,2024,2,9,5,14
Alexandria,Collision,26.494905,33.075934,2021-10-24,2021,10,24,7,49
Sharm El Sheikh,Collision,30.098149,30.043988,2022-02-25,2022,2,25,13,59
Alexandria,Collision,27.507133,29.686843,2024-09-30,2024,9,30,23,4
Port Said,Fire,27.4588,34.044076,2020-12-22,2020,12,22,10,6
Port Said,Pedestrian Accident,23.19895,32.824375,2023-02-13,2023,2,13,6,12
Luxor,Pedestrian Accident,25.937634,30.716536,2021-02-16,2021,2,16,23,10
Suez,Vehicle Breakdown,29.27805,30.153775,2023-04-07,2023,4,7,0,40
Alexandria,Overturn,22.299153,29.843376,2020-01-11,2020,1,11,11,49
Suez,Vehicle Breakdown,26.919228,29.431791,2021-01-14,2021,1,14,21,46
Ismailia,Pedestrian Accident,23.711232,30.244849,2024-08-21,2024,8,21,15,32
Aswan,Fire,27.56631,32.352184,2020-10-09,2020,10,9,2,28
Suez,Pedestrian Accident,29.865792,32.414915,2020-09-17,2020,9,17,16,19
Alexandria,Collision,26.48841,29.308874,2023-01-12,2023,1,12,10,1
Sharm El Sheikh,Fire,30.30046,30.508291,2023-12-11,2023,12,11,11,4
Giza,Fire,22.672994,32.452135,2024-10-13,2024,10,13,16,59
Mansoura,Vehicle Breakdown,24.810154,32.711869,2023-01-23,2023,1,23,22,57
Alexandria,Vehicle Breakdown,26.238808,34.504348,2021-06-22,2021,6,22,20,1
Cairo,Fire,25.792651,30.203068,2024-12-23,2024,12,23,1,8
Sharm El Sheikh,Vehicle Breakdown,29.350861,30.977655,2024-03-31,2024,3,31,21,58
Cairo,Overturn,26.441996,33.833972,2023-02-28,2023,2,28,19,44
Cairo,Fire,30.829504,34.699447,2023-05-10,2023,5,10,23,39
Alexandria,Vehicle Breakdown,26.308943,29.776787,2024-01-21,2024,1,21,1,6
Cairo,Pedestrian Accident,26.568438,32.902022,2022-06-02,2022,6,2,15,19
Sharm El Sheikh,Collision,30.381219,29.158123,2024-05-20,2024,5,20,6,34
Mansoura,Pedestrian Accident,28.137471,33.427541,2023-02-05,2023,2,5,15,3
Suez,Pedestrian Accident,28.258965,31.578312,2022-05-24,2022,5,24,17,8
Alexandria,Pedestrian Accident,23.061933,32.693919,2022-01-23,2022,1,23,11,12
Aswan,Pedestrian Accident,30.262617,30.429021,2020-07-07,2020,7,7,18,0
Sharm El Sheikh,Pedestrian Accident,28.727281,34.330012,2024-06-12,2024,6,12,17,36
Cairo,Collision,29.859302,30.499534,2020-04-26,2020,4,26,2,3
Giza,Pedestrian Accident,23.625341,29.262317,2021-12-17,2021,12,17,19,41
Sharm El Sheikh,Fire,23.167446,31.386912,2023-09-08,2023,9,8,3,42
Alexandria,Collision,24.25179,32.261877,2022-10-10,2022,10,10,22,47
Aswan,Overturn,25.991877,30.816313,2022-01-21,2022,1,21,17,18
Sharm El Sheikh,Vehicle Breakdown,30.036806,30.913154,2023-01-13,2023,1,13,16,6
Cairo,Fire,30.103828,33.23301,2023-06-27,2023,6,27,15,17
Alexandria,Overturn,30.208443,34.048552,2022-12-02,2022,12,2,7,19
Ismailia,Overturn,23.104732,33.349465,2024-06-01,2024,6,1,4,2
Sharm El Sheikh,Pedestrian Accident,27.849173,31.722578,2020-08-21,2020,8,21,0,31
Cairo,Fire,24.501706,31.30506,2024-08-21,2024,8,21,2,3
Luxor,Vehicle Breakdown,25.455426,29.113091,2022-02-22,2022,2,22,12,28
Cairo,Overturn,23.851571,30.106561,2022-06-01,2022,6,1,17,3
Luxor,Collision,26.873943,31.086827,2020-02-23,2020,2,23,19,48
Aswan,Fire,29.292193,32.545752,2024-03-30,2024,3,30,0,21
Mansoura,Pedestrian Accident,29.791681,33.695676,2024-02-15,2024,2,15,1,51
Alexandria,Vehicle Breakdown,25.492995,33.327782,2023-10-20,2023,10,20,9,54
Ismailia,Pedestrian Accident,25.814515,33.315321,2024-04-23,2024,4,23,16,16
Giza,Pedestrian Accident,26.205992,34.955678,2021-05-02,2021,5,2,4,58
Cairo,Fire,29.1963,34.705803,2020-06-24,2020,6,24,7,49
Ismailia,Fire,25.037791,31.367607,2023-06-14,2023,6,14,8,23
Luxor,Fire,29.041837,33.861557,2023-05-30,2023,5,30,0,7
Luxor,Vehicle Breakdown,27.946988,34.015999,2024-10-01,2024,10,1,5,28
Port Said,Collision,25.959184,31.798637,2022-01-04,2022,1,4,15,40
Ismailia,Overturn,25.677498,32.477422,2020-06-11,2020,6,11,8,57
Mansoura,Vehicle Breakdown,24.826239,29.384261,2021-01-03,2021,1,3,8,49
Luxor,Fire,29.821498,29.763335,2023-07-14,2023,7,14,5,9
Mansoura,Collision,24.094052,32.927605,2021-01-12,2021,1,12,21,32
Port Said,Vehicle Breakdown,24.85601,32.320446,2021-04-11,2021,4,11,1,45
Luxor,Fire,22.145064,34.069585,2024-10-05,2024,10,5,11,34
Cairo,Vehicle Breakdown,24.112272,29.654981,2022-11-04,2022,11,4,14,7
Ismailia,Collision,24.132808,30.954734,2022-01-30,2022,1,30,21,26
Alexandria,Pedestrian Accident,29.882678,29.858477,2021-10-30,2021,10,30,19,50
Aswan,Fire,30.775889,34.384353,2022-02-06,2022,2,6,15,18
Mansoura,Collision,23.442815,29.267663,2020-11-03,2020,11,3,18,1
Alexandria,Vehicle Breakdown,23.903317,30.878635,2024-01-05,2024,1,5,23,32
Mansoura,Fire,30.459459,31.273038,2023-04-08,2023,4,8,1,42
Giza,Pedestrian Accident,28.863507,32.895272,2020-06-07,2020,6,7,7,36
Ismailia,Vehicle Breakdown,27.672919,33.403708,2023-01-08,2023,1,8,23,7
Ismailia,Collision,27.463918,32.955187,2022-12-01,2022,12,1,14,20
Luxor,Overturn,29.52408,30.758392,2021-05-14,2021,5,14,10,15
Aswan,Overturn,26.102391,33.48913,2020-08-24,2020,8,24,22,15
Port Said,Pedestrian Accident,25.25693,31.111908,2022-11-01,2022,11,1,2,58
Aswan,Pedestrian Accident,27.446967,31.693808,2022-05-07,2022,5,7,7,36
Giza,Vehicle Breakdown,24.204495,34.455594,2023-10-12,2023,10,12,18,42
Giza,Vehicle Breakdown,24.342511,30.721311,2021-10-04,2021,10,4,3,5
Suez,Pedestrian Accident,26.545233,29.890391,2022-10-09,2022,10,9,20,56
Sharm El Sheikh,Overturn,29.887651,29.093074,2020-09-04,2020,9,4,13,16
Ismailia,Pedestrian Accident,28.685686,29.758388,2020-03-10,2020,3,10,13,1
Giza,Collision,23.1914,34.20128,2022-03-05,2022,3,5,13,22
Giza,Pedestrian Accident,28.272358,30.448609,2021-08-23,2021,8,23,3,21
Aswan,Vehicle Breakdown,27.478817,29.646631,2024-01-19,2024,1,19,1,4
Aswan,Pedestrian Accident,30.196068,32.784992,2024-02-25,2024,2,25,13,18
Port Said,Overturn,28.600988,33.342245,2023-04-22,2023,4,22,16,5
Giza,Collision,27.34198,31.219243,2023-08-22,2023,8,22,14,24
Aswan,Pedestrian Accident,23.5905,33.335199,2021-07-26,2021,7,26,3,14
Luxor,Pedestrian Accident,25.070055,32.384788,2022-12-11,2022,12,11,18,32
Suez,Fire,24.905201,30.91147,2020-12-31,2020,12,31,4,2
Sharm El Sheikh,Pedestrian Accident,26.672215,32.450827,2023-06-14,2023,6,14,10,6
Aswan,Fire,23.490333,30.727059,2022-09-23,2022,9,23,14,14
Giza,Fire,30.452844,30.556574,2023-05-26,2023,5,26,3,59
Sharm El Sheikh,Fire,23.269028,30.241059,2024-09-13,2024,9,13,16,48
Giza,Collision,27.385524,29.23847,2024-12-29,2024,12,29,17,34
Sharm El Sheikh,Collision,26.395293,33.934389,2022-01-26,2022,1,26,6,18
Mansoura,Pedestrian Accident,28.588805,32.125363,2024-08-28,2024,8,28,14,18
Alexandria,Collision,25.999646,31.593596,2021-06-22,2021,6,22,2,55
Giza,Fire,28.584704,29.698776,2021-12-25,2021,12,25,2,47
Sharm El Sheikh,Collision,24.944041,32.042361,2021-07-19,2021,7,19,14,40
Ismailia,Collision,28.361288,30.88886,2020-03-19,2020,3,19,13,6
Ismailia,Fire,23.713588,32.349022,2024-09-11,2024,9,11,20,2
Cairo,Overturn,23.231872,31.257254,2021-03-26,2021,3,26,21,12
Luxor,Pedestrian Accident,23.362898,33.883213,2024-02-11,2024,2,11,15,18
Giza,Overturn,27.712955,29.53227,2022-11-23,2022,11,23,23,47
Sharm El Sheikh,Collision,25.908869,31.944147,2023-06-05,2023,6,5,6,45
Giza,Collision,25.763434,30.578443,2022-02-17,2022,2,17,20,37
Sharm El Sheikh,Fire,26.358098,32.941646,2021-01-03,2021,1,3,9,53
Sharm El Sheikh,Fire,28.011782,31.941332,2023-07-14,2023,7,14,12,38
Aswan,Vehicle Breakdown,26.328631,29.579199,2020-08-18,2020,8,18,9,26
Port Said,Fire,24.226566,31.549192,2020-12-26,2020,12,26,14,20
Alexandria,Fire,28.272717,33.228913,2024-05-03,2024,5,3,15,53
Port Said,Vehicle Breakdown,25.708026,30.40916,2021-08-18,2021,8,18,8,32
Sharm El Sheikh,Pedestrian Accident,22.547229,33.630792,2021-06-19,2021,6,19,21,20
Suez,Pedestrian Accident,29.281275,31.551196,2021-06-17,2021,6,17,1,17
Port Said,Overturn,25.058574,33.911148,2021-09-23,2021,9,23,14,26
Sharm El Sheikh,Vehicle Breakdown,29.880598,32.216079,2024-05-15,2024,5,15,20,7
Mansoura,Vehicle Breakdown,24.967158,32.629767,2020-02-10,2020,2,10,23,1
Suez,Collision,29.023902,30.999728,2021-12-23,2021,12,23,17,4
Cairo,Vehicle Breakdown,23.894171,32.212836,2020-11-17,2020,11,17,17,25
Sharm El Sheikh,Fire,29.211569,34.463923,2021-11-09,2021,11,9,13,13
Ismailia,Overturn,30.460124,29.21645,2020-02-11,2020,2,11,16,6
Ismailia,Pedestrian Accident,29.122091,29.253711,2021-08-02,2021,8,2,9,1
Sharm El Sheikh,Overturn,22.304002,33.499492,2024-07-23,2024,7,23,12,41
Suez,Overturn,29.364663,34.25973,2024-10-31,2024,10,31,2,4
Alexandria,Vehicle Breakdown,28.499016,33.574316,2022-04-30,2022,4,30,0,0
Ismailia,Vehicle Breakdown,30.270771,29.57334,2023-04-19,2023,4,19,12,12
Mansoura,Fire,29.062946,31.550916,2024-03-02,2024,3,2,0,19
Luxor,Pedestrian Accident,23.824,30.58562,2023-09-05,2023,9,5,18,30
Suez,Fire,25.865811,30.333518,2022-04-12,2022,4,12,17,17
Port Said,Fire,30.168992,32.199223,2021-05-15,2021,5,15,12,1
Port Said,Pedestrian Accident,30.563116,33.576202,2024-01-03,2024,1,3,3,28
Sharm El Sheikh,Vehicle Breakdown,30.776715,31.384092,2021-04-20,2021,4,20,14,23
Port Said,Vehicle Breakdown,22.980536,30.863659,2020-10-21,2020,10,21,20,5
Alexandria,Vehicle Breakdown,23.523301,34.188966,2022-09-30,2022,9,30,18,15
Alexandria,Overturn,25.628756,34.028422,2022-12-07,2022,12,7,23,53
Mansoura,Overturn,22.530397,31.960506,2022-04-23,2022,4,23,9,47
Aswan,Overturn,22.328587,33.133986,2023-05-11,2023,5,11,13,55
Cairo,Fire,28.213576,33.530228,2024-06-15,2024,6,15,15,34
Port Said,Fire,30.635278,30.414436,2022-08-02,2022,8,2,22,30
Ismailia,Vehicle Breakdown,29.727876,34.956532,2020-06-15,2020,6,15,3,27
Alexandria,Pedestrian Accident,23.145542,29.081747,2022-11-30,2022,11,30,23,7
Giza,Overturn,25.938411,34.831498,2020-03-20,2020,3,20,13,31
Giza,Vehicle Breakdown,26.38474,33.493961,2023-01-25,2023,1,25,13,25
Cairo,Fire,23.05825,34.974466,2024-01-14,2024,1,14,21,17
Ismailia,Fire,27.535904,31.229791,2023-08-24,2023,8,24,5,9
Luxor,Vehicle Breakdown,28.165215,33.816882,2024-01-03,2024,1,3,11,33
Mansoura,Fire,26.24899,30.263703,2021-11-07,2021,11,7,23,46
Giza,Overturn,26.719406,33.976448,2020-01-21,2020,1,21,10,26
Giza,Overturn,26.234441,34.959862,2020-01-12,2020,1,12,9,44
